id,text,airline,topic,gamma
2362,the worsustomer service in Denver.,United,4,0.17949229059862976
2363,"ruined my day ; start trip SFO to GIG. both legs changed, lost my paid upgrade ; slass seat ; moved me from Econ + to Econ",United,1,0.29835235704592655
2365,now been on board with no movement for min...wow this experience just keeps getting worse and worse,United,8,0.39621852596408635
2366,have an employee at the gate min before boarding like u expect ur customers to. Be a competenmpany like ur rivals,United,4,0.32726907394895255
2369,I need #United to be a better airline!!,United,2,0.20949652882041836
2370,flight was Cancelled Flightled due to mechanical issues but when I ask for cab fare they say it was weather and can't help me,United,2,0.36226537028902306
2373,"Luckily, I had my disinfectant wipes and did your job for you. You're welcome. #badservice",United,2,0.2036404737099497
2374,You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!,United,3,0.2505440658693334
2377,help? Invest more in your planes and your people and less in sk buybacks and executive pay. Maybe then you would not disappoint.,United,2,0.32756388731528774
2378,ROC flight Cancelled Flightled. Love my snowy drive home with no useful substitutes,United,5,0.3616411091442636
2380,that's a crazy long form! You need something other than a video?,United,7,0.18803870473360004
2381,I hope not to see the same issue on my return flight tomorrow,United,6,0.21316878251832988
2382,flight just Cancelled Flightled. This is ridiculous,United,5,0.31944233104909736
2384,You shouldn't page o'head that it's best to call -# - on hold + mins,United,3,0.49712655362808594
2387,appreciate getting put on hold for min and then getting hung up on because I was requesting help for big group. I'll try #Delta,United,3,0.3504481875060189
2389,thank you for your reply. My frustration is that spending a upgrade just puts you on a wait list.,United,3,0.4987994337134889
2390,or your staff could try not throwing the luggage around.,United,6,0.23956996088833582
2391,of us are stranded And flying from New Orleans to Huston tonight and we will be sk there for two days. Rather fly than wait.,United,5,0.24799100195801818
2392,hello I am flying firslass and am behind people on zone !!!!! Pls pass on to app dept - you should board slass first,United,7,0.30104067568822745
2394,"can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone.",United,8,0.3966448750986181
2395,"nope. Called, lost the seating preference I paid for, and here I still sit. We'll see what happens w/ my flight Late Flightr.",United,3,0.36686026420050166
2396,sk in DC trying to get to Denver. The engine shut down twice on us at the terminal. Got any available flights for me?,United,5,0.26682295769809183
2399,yes Cancelled Flightled. Moved to . I'll figure ouar rental changes and such.,United,5,0.2558625670349263
2400,"troubling news, time to raise the bar on legroom!",United,3,0.2759733425616567
2404,terrible travel experience. Traveled miles roundtrip but two Cancelled Flightlations of short hops cost me two days,United,1,0.21137241027461326
2405,why are you charging people to see the freaking flight map?,United,3,0.2712554730489711
2406,my flight from MCO has been delayed ; scheduled to arrive after my connection departs. What options do I have?,United,6,0.2974480052191181
2407,is not a company that values it's customer ; after reading tweets to them I'm not the only one who feels that way #lostmybusiness,United,7,0.2383857926330555
2408,"I was insulted, disrespected and met with incompetence at every turn how about a voucher for a domes round trip",United,6,0.20378408261548564
2409,DAY to IAD and CVG to IAD both Cancelled Flightled by United but all other airlines operating. Friend sk and now miss intl flight. Help?,United,6,0.2786569973576775
2411,well if you don't want your customers to be frustrated compensate them appropriately when you screw up royally!! #fakesincerity,United,3,0.21014187745977572
2414,"employees are the angriest, angst-iest group of people anywhere (except for Tasha aheck-in at IAH.)",United,2,0.2763107114495963
2415,But it's doubtful he'll fly United again and he will be traveling a lot as a sales manager covering all of North America,United,2,0.281548871041483
2417,Worsustomer non-service for sure!,United,4,0.2105527113266506
2422,Just let the employees know that good service and a kind attitude towards customers is vital in this kind of business. Thanks,United,8,0.34648222478985835
2424,need assistance. Line is out the door and travelling with kids.,United,4,0.30415542764428555
2425,Friend at O'Hare and can't get on flight bc they say no proof he bought slass tkt. He has boarding pass.,United,1,0.32275286768298905
2427,"Right now at Tropic Air in San Pedro, #Belize. Line out the door. All due to elected ; appointed hacks",United,1,0.23230199112529173
2429,"Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference.",United,1,0.22472086355224435
2430,can anyone assure me that the aircrafming to Denver had left it's previous destination? Flight,United,6,0.34256740725207124
2431,yes refund my ket and give me email address to let u know what happened,United,7,0.4006372304832711
2432,I would like speak VP of #CustExp Jimmy Samartzis! I sent a survey/email about my awful flight exp,United,7,0.26555889666525223
2433,"we are delayed in San Pedro, Belize. We are scheduled to fly out at pm from Belize City to Houston. Will you wait please?",United,6,0.3553937899488546
2434,Hello United. You should take care of your call center in Mexico City Office. Terrible attitude from the lady who was helping me.,United,8,0.2057680940595803
2435,"Great! I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don'are that everyone is miserable.",United,4,0.2586521651416122
2437,UNBELIEVABLY DISAPPOINTED. DELAY AFTER DELAY. STOP MESSING WITH MY LIFE.,United,5,0.2223584855178904
2440,I'm on snowy roads to BWI. I Jusalled MileagePlus ; told flight was Cancelled Flighted / hours ago. I rcvd no notification. Pls help,United,7,0.30155437862276663
2441,I interviewed yesterday as a flight attendant I was the last person the recruiter said they lost my file n came back to interview me,United,6,0.27635380285267275
2442,"remember in business, a pleasant experience, means you will tell a friend. A bad experience means you will tell everyone you see",United,8,0.32218625387244026
2443,let me assure you my travel time is hm not hm #timezones #accuratetraveltimes #rdtimethishashappened,United,3,0.2813060203230958
2444,U BUMS HOW DO U LOSE THE BIGGEST BAG ON THE FLIGHT,United,6,0.39272131729956816
2447,"great decision making skills flight ops IAH bag makes a minute connection and I don't, flight pushed early. Disappointed!!!!",United,6,0.2647721543112807
2448,"Meanwhile, they fucked my flight. The festivities are already in full swing at the United Fairway Club, overlooking the th hole..",United,1,0.1950606768570392
2449,"in the process of purchasing ket, when prices changed. unbelievable. #RipOffs #PriceDiscrimination",United,7,0.26687532160884897
2450,"although, I am stranded in Chicago O'Hare for another hours. Any chance your cracker-jack service team could provide a meal?",United,7,0.18745158988858093
2452,hours after landing in #ATL ; I still do not have my bags...which means no clothes or makeup!!! #UnitedAirlines #nothappy,United,6,0.35849883175470715
2453,#bullying in the #workforce not ok. Get gate agents work as a team. against is never cool. #Delays #flights #UnitedAirlines,United,6,0.1676120219868907
2454,"really fucked my day up Hilo to LAX hrmin delay because of software? missed connection, getting home hrs Late Flightr no upgrade nothin",United,3,0.2344289454617563
2455,send someone to the customer service counter in person. DIA concourse B across from gate Ba.,United,4,0.22761590942084534
2456,I'm not sure why I expected anyone to be here,United,4,0.2106591659673158
2457,this is not true. Gate agents % caused this. And we're not helpful. Thanks for making me miss connection!!,United,6,0.3578211794037228
2459,it's my st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!,United,5,0.4620819156252781
2460,what's the hold up with flight from SLC to DEN??,United,3,0.27813860956681286
2461,DEN-PHX flight tomorrow Cancelled Flighted. Asked for overnight nite in LAX/SNA. Told not without paying. That's wrong,United,5,0.2952359744908733
2464,Yeah that didn't happen!,United,1,0.21640265611126347
2465,Why do I still not have my bags? They arrived ;website says they're still at the airport.. / hours Late Flightr???!! #nothappy,United,3,0.30801556523972207
2466,had a maintenance issue. Sk in Geneva with meal voucher that won't even cover a pLate Flight of spaghetti. Really.,United,2,0.29397987783572566
2467,Hate when I get bumped out of the seat I've selected (; empty row) and moved to another seat (non-empty). #K #flt #nonupgrade!,United,2,0.24323489490783398
2468,"no announcement re extra baggage, ""find an empty bin"" down to aisle back up with baggage to my seat row . YOUR agents argueing",United,6,0.2972488827800176
2469,bags arrived - I sure miss the customer focused days when I used to fly Here's hoping wakes up,United,6,0.3368631525767082
2470,Total BS.have slass seats for connecting flight. Your crew Late Flight. We miss connection. Had next plane. Yet u don't honor it??,United,6,0.25111057242529927
2471,. too much info to share via tweet. Please send me your name and cont info. Happy to supply you with images and CS rep names.,United,7,0.5154434296694959
2472,once again your lack of customer service astounds me! You are the worst airline in the history of airlines! Train your staff!,United,8,0.323395169977595
2473,Extremely disappointed in #Flight. United lefrew and pssgrs stranded in rain gate with no cover. Left Psngrs depart plane,United,6,0.27553989354074787
2474,"besides landing the plane, overall customer service experience has been poor. Late Flight and rude workers plus missing luggage",United,8,0.27684873199495247
2477,"fuck you, and your shitty fucking information",United,1,0.2759688159868271
2484,"on SFO-gt;AUS UA /, ISJX; my seat appears to have had a mite problem. Dr recently confirmed over bug bites were mites",United,3,0.2775943385069772
2485,"come on, reopen at ORD and clear your growing DC backlog",United,6,0.25842122101399356
2486,"customer service: hr delay coupon can only be redeemed on website which has $ higher prices than Expedia, call wait time mins",United,3,0.30301045382871905
2487,I'm strongly considering taking my business elsewhere. #UnitedAirlines,United,1,0.18370966303303418
2488,"your website won't allow me to post the required document, i keep getting **were having hnical difficulties**",United,7,0.35189545408592154
2490,"really needs to start upgrading their planes. No TVs ; then the ""inflight wifi"" is currently unavailable #UnitedAirlines",United,1,0.20348503487285113
2491,I am not digging the new mileage earning plan. I would earn about / of the miles I do now. Any changes to the award ket prices?,United,1,0.36448800128949166
2492,outsourcing ket and gate agents at MIA. Ill advised. You did it in ROC and service went downhill. Keep employees and fliers first,United,6,0.23180486105403977
2493,Was just hung up on by customer service after waiting min on hold...guess that vacation's not happening? Website wasn't working.,United,3,0.300539632958313
2494,bad idea to let people back on the terminal with food vouchers but allow only minutes to get anything. Long lines!! #ua,United,7,0.1613226782907899
2495,what's going on with the mileage plus accounts? Login through username and email have been down for at least three days.,United,7,0.3013167167503685
2496,what incentive do I have to give you another chance?,United,3,0.17807052319821481
2498,Finally I get the right response. United musheck this issue. UA EWR to PUJ on Friday //.,United,2,0.2917740263232271
2500,"Rebooked,arrived hours Late Flightr. Last year hrs to San Diego and the no inflight entertainment!",United,3,0.32062286760857633
2501,lost bag in Huston we leave for a Bahamas cruise today from #nola and had to buy all new stuff. Customer service is non existent,United,6,0.3240872238857567
2502,site errored out at last step of changing award. Now can't even pull up reservation. minute wait time. Thanks,United,3,0.6163010259437905
2503,you get a nd chance today as I fly to A'dam. Let's see if you can redeem yourself after that last horrendous trip to the states.,United,1,0.29262625205079534
2506,just had the worsustomer service experience ever on united airlines,United,8,0.26049324349685926
2507,airlines st ; only time I ever fly your airline! What a disgrace. I should've listened to your tweet! #HORRIBLE,United,3,0.22401101858894873
2508,"diverged to Burlington, Vermont. This sucks.",United,4,0.2108361461651735
2509,officially has the most inefficient boarding procedure. There is no reason it should take mins to board a plane!,United,1,0.23261586907178075
2510,hours of sitting in the plane that hasn't left the Gate yet. more hours of actual flying left.,United,6,0.30475034057425354
2511,I sent my details to the customer care link you sent me almost a month ago and no response.,United,7,0.5588862413573414
2512,terrible service for military members and their families. #ridiculous #UnitedAirlines,United,8,0.32065479514758116
2514,My flight was Cancelled Flighted and I'm needing some help reFlight Booking Problems.,United,3,0.37071147736126964
2515,"I was, just very surprised it took over mins. Never experienced anything like that on K number",United,3,0.23064857192678775
2517,I'm afraid not... I fly or service every week and I'm just unhappy..spend too much money to be unhappy,United,3,0.2205281100801872
2519,"if you're going to Cancelled Flight flights today, do everyone a favor and get on it now. Don't stall the inevitable.",United,5,0.24569304305014505
2520,your plane's been waiting at the Gate for two hours with all passengers onboard in their cred seats. Yuck.,United,3,0.35805630559152596
2521,Flight UA got delayed hours due to a mechanical issue...could use a free drink or to make up for this inconvenience,United,2,0.3116835638300035
2522,his cell phone record needs to be checked to see who did conversed with. I trust the FAA can handle this better.,United,3,0.2248079868577658
2523,. for wireless? Was . epic #fail . #greedy #piggy you are the worst!,United,2,0.17498433349098078
2524,have you inspected the picture? routine aircrafheck while on his cell phone? What will the FAA ; NYT say ?,United,3,0.3298137860346062
2525,"your ""Airserv"" contractors aren't worth a wet damn. min Late Flight, still not done w bags on UA. They made checkin a calamity.",United,3,0.2690576004918157
2526,Will never fly with you again! Terrible service!! Ruined our entire vacation!! #lostsuitcase #noreimbursement,United,8,0.2167636670034437
2527,"web app won't let me upgrade seats, call center wait time is minutes plus, just want to get more legroom but it's a pita",United,3,0.5881500708222801
2528,characters does nover my reasons I'm afraid,United,5,0.24559911315328134
2529,while busy on his cell phone ???,United,3,0.285651422273883
2530,"really, fill out a form about my flight experience? I sent an email to the K email address.",United,7,0.5695845364620639
2531,"""Left gate minutes early."" My thoughts: ""That doesn'unt if you sit on the Tarmac for a half hour."" #comeonpeople",United,6,0.31015147703516394
2533,on flight but it's not departing! Website says delayed due to operational difficulties-what does that mean?,United,6,0.18565960145479682
2534,"do you teach your gate agents lie? Or do they just learn on their own? There was overhead space for my bag, didn't have to check",United,6,0.39112616936111383
2536,i booked lh via ua. However at gate they rebooked me to a Late Flightr lh flight. Now that flight didnt earn pqd for me. How do i get it,United,3,0.35560475129810953
2537,coupled with self-service policies/cosutting exacerbates the noted issues. (/),United,4,0.1832543188255949
2538,"I appreciate the immediate offer, but suspect it is more long-term issue/not simple fix. Also, ski/bootbag policy is awkward at best",United,4,0.3432182489434257
2539,"It isnt simple issue, generally how you set up check in/baggage policies at Logan and general unhelpfulness of employees in early AM",United,6,0.26827967050731216
2540,terrible illogical re-route after Cancelled Flightled connection. Then made me pay to check bag. Then lost bag. #ual,United,6,0.38767875746144315
2541,I already follow you. One of you -number agents rebooked me. Went from a to an a. Ugh.,United,7,0.39236310776335814
2543,never fails to have delayed flights 😡,United,5,0.216343236344163
2544,"Yes, myself and about other people also.",United,2,0.20948991643467862
2546,it's been booked into firslass with curbside delivery hours from now. I'm counting on it! #TeamUSA,United,3,0.5656523562007554
2549,is ridiculous! UA delayed for . hours and counting. Should have booked with a diff airline that takes it seriously #unitedsucks,United,3,0.3517746982548283
2551,at MSP w/ employees trying to check in several hundred and the line is crazy might miss our plane be sure to thank these employees,United,6,0.2269050311178256
2555,I do I was on UA LAX TO DEN - we are scheduled to land LAX : am - please rebook to Denver - best flight,United,6,0.31113873887397653
2556,No firslass passenger should have to pay for inflight wifi.,United,1,0.41499622766457067
2558,"my flight out of BGM Cancelled Flightled last night, I get a hotel voucher, but had to pay for a cab back. Worse cab experience ever",United,5,0.3175408740954938
2559,"first flight (, to #IAH) from #IAD is delayed...because no one hooked up ground power to the plane. Get it together, folks.",United,6,0.2788372482404729
2560,"UA there is no way a plane ""loses its software"" I believe you decided to do an upgrade...",United,6,0.23362126773028544
2561,already missed connection... UA,United,6,0.40719599019984193
2562,typically once you get the problem fixed - then the crew expires - and the delay turns into a Cancelled Flight...,United,5,0.2671408059585148
2563,"UA delayed again - I geharged $ if Late Flight by you - you say ""oh well""",United,3,0.23619284980306426
2565,"Friend sk in bus on runway at PEK with two small kids no customer service, no explanation, kids crying, awful service.",United,8,0.3168125593160187
2567,no. U guys suck. I'll never fly with u again. And ur supervisors suck too.,United,4,0.5186604656441988
2568,on a flight to New York! Love the quality planes on United!! #WTF #crappy #aviation #NewYork,United,2,0.4984889898002092
2570,yes there is when you keep getting the same robo answer.,United,4,0.21059064748198136
2572,bad customer service to NYC a few weeks ago. Thinking of moving on,United,8,0.26540623810800384
2573,: United's CEO has decided to outsource and or push out more and more of their skilled and loyal employees..lack of staff,United,4,0.36701690816899046
2574,"I mean, your employees were really nice as I literally sobbed?",United,4,0.2782386766055385
2575,": she means to say there has been so many complaints today (this week, this month) that she can't respond b/c she's alone",United,7,0.5284816700529191
2576,I was flying home for a :am event tomorrow. You pushed back my flight. Now I have a $ ket that won't get me home in time.,United,5,0.3517525726754349
2578,- you delayed our departure by hrs to wait for passengers from another flight that was Late Flight! Unacceptable!!,United,3,0.2995956831578541
2580,flight from Chicago to Houston over hours and no pretzels or peanuts?! Seriously about passed out.,United,6,0.28286350434666996
2583,- after having to now TAG MY OWN bags at the airport I was hoping they would actually arrive WITH me - here's hoping they arrive,United,6,0.48539235730586877
2585,I had planned to book additional flights tonight but after / hrs working on one trip I'm worn out! #EnoughIsEnough,United,5,0.2382187962589211
2586,so much for being here to help. Very disappointed in your customer service.,United,8,0.4410447868295122
2588,your system is down and after being on hold for over mins -Mia tells me she is going to charge a Flight Booking Problems fee?! Customer service?,United,3,0.4841083397118912
2590,She 👏 won't 👏 be 👏 at 👏 my 👏 wedding 👏. This is an irreplaceable milestone. There's no reFlight Booking Problems. How can we be repaid for this?,United,3,0.4336234247948017
2591,Brothers luggage was lost on Copa Airlines Flight . He's competing Sunday for the Panamerican Cross Country Cup. Please help,United,6,0.348235359633357
2593,On last flight of the day no less. I am now driving hours to Aspen thru a snowstorm Thx to your teams lack of customer empathy,United,4,0.20088493104413313
2594,Brothers baggage was lost on route to Panamerican Cross Country Cup Chionship in Columbia. His race is Sunday. Please help.,United,6,0.31556339747771733
2595,Yes there were PLENTY of seats available. So why did Vicky Thomas refuse to give one to a million mile flyer?,United,3,0.3279926811025834
2596,"funny, both my flights yesterday were delayed because of mechanical issues. Rotten luck to get planes in a row with ""issues""...",United,2,0.44886849861824824
2597,that would have been nice earlier today. Too Late Flight now. I hope.,United,3,0.23807620512798344
2598,waiting mins and counting to get through to Global Services....something going on?,United,3,0.4086874772151656
2599,no still trying to get home.,United,5,0.24550393126243847
2600,Also your at-gate monitor showed empty seats,United,6,0.2951957040332971
2601,That is not what your reservations desk just told me. They said there were plenty of seats,United,3,0.42191729858796584
2602,"very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?",United,3,0.3422045531556407
2605,laxm make it happen please else on a cruise with no luggage tomorrow,United,6,0.2292736042256332
2606,no I did not make connection. Your stellar employee Vicky Thomas refused to board me even though empty seats on plane,United,6,0.278489220420414
2607,Of course. That was the start of my trip wks. ago. Its gone further downhill on my return.,United,1,0.24375187217652947
2611,"sure, but different texts changing time ; gate (especially locations across the entire concourse). That just seemed a little off.",United,3,0.3047783088778501
2614,"to Late Flight now, but in future flights, train staff better to handle emergency situations, and ground staff in Customer Service",United,4,0.3072759775764066
2616,Sk in this airport hours in standbys cuz the pilot showed up Late Flight in PJs ; i missed my connectin flight. PJ's I TELL U! #NYFW,United,6,0.2353938752596032
2619,if I wait I'll lose the flight. So frustrating.,United,3,0.31038882853263156
2622,trying to book flight w/miles. Was on hold for m before I gave up. Need to get on same flight using two diff # and pay tix,United,3,0.3171731695020604
2624,"THAT'S the tweet u choose to answer, to tell me you're not liable?! #youretheworst #neveragain",United,4,0.19122294165261083
2625,y not? You're the reason we're in Houston and not NYC tonight. It took the plane an hour to take off - no explanations or sorry.,United,5,0.26635391846314915
2628,"Agents arguing abouheck bag announcement. Looked for room until seat , gave up and walked back to seat .Unnecessary",United,3,0.3263734523808982
2630,"you should change your name to United Incompetence. No flight until Monday, have to take a hour drive now to get to my flight!",United,3,0.28138339808524465
2631,"not even mentioning how rude the customer service was to us. As a business owner, I'd be mortified if my employees acted as yours",United,8,0.2429335793547354
2633,has time to respond to everyone else's complaints but not mine. You just lost a customer,United,7,0.23338524648311737
2635,"""most likely"" makes it sound like you have no idea, which is not how I want my flights to be. Please use facts thanks.",United,5,0.2420346964225833
2637,the wait time for a baggage question is minutes that's crazy is there a limit to the amount of bags I can bring internationally,United,3,0.2497069887876968
2638,“ We don't like to hear this. Is there anything we can help with? Thanks. ^EY” another empty offer for help.,United,6,0.17676114605122173
2639,I'm try to upgrade my seats to firslass but the wait time on the phone is minutes... can you help?,United,3,0.6726815871079193
2640,UA is a coshared flight w/ ANA. Unable to check in hrs prior.,United,6,0.22395166264558988
2641,never flying with you guys ever again. The customer service is piss poor at best.,United,8,0.396695143811029
2642,when a hour flight turns into a : ordeal...sigh,United,3,0.32889759832492
2643,where are our luggages? With a group and over luggages are lost,United,6,0.2865455517523596
2644,"assistance with what, the attitude of your staff no matter which airport we are at?",United,4,0.325482768121699
2649,when will I hear? Guitar was damaged in December. I use my guitar to earn a living. Get your act together!,United,7,0.19520895379217226
2650,I was on hold for over minutes and was talking to one of your employees. I asked him for name or id # and he hung up in my face!,United,3,0.34125482884077885
2651,I hope so but I've received no help so far. I've been on hold for more than an hour. Can someone speak to me?,United,3,0.30259583281584734
2652,"tried other flight options as per weblink, non available for next days, frustrating #notgoodenough #poorservice",United,3,0.37789910969052937
2653,you asked me to DM then ignore them. Please assist in changing to another flight today- Feb fra to mco avoiding IAD.,United,3,0.22139412816441373
2654,how do you stay in business with such poor service? #poorservice #notgoodenough,United,8,0.23203965127001228
2658,I sent a DM re an existing reservation but no one has responded,United,7,0.39115257815909926
2660,I miss the Continental days.,United,6,0.24327170221355326
2661,or how about next time my bag is underweight you guys credit me $. Or how about I take my business to an airline thaares.,United,1,0.25056531268532417
2662,"It wasn't full, I had plenty of time to go to the gate and check, plus with my status I should have gotten on!?!",United,6,0.40674913521707623
2663,Then why did your staff refuse to let ME on the earlier flighiting my having checked a bag?!?!,United,6,0.3902349381114925
2664,"Thanks for nothing. Next time I'll bring a whole extra suitcase for my extra pound. That makes sense, right?",United,1,0.48221910743494445
2665,"first you lost all my bags, now you Cancelled Flight my flight home. min wait to talk to somebody #poorservice #notgoodenough",United,6,0.31118430077686754
2668,how is it that my flight # can arrive early and be delayed due to no gate being available. We are now min Late Flight on tarmac,United,6,0.35960120793073763
2669,"my flight landed min, but we are being told to stay on the plane, haven't pulled up to the gate ; have little to no information.",United,6,0.2752948421594948
2671,have better customer service at John Wayne airport.,United,8,0.27111992102775523
2673,"passengers seated, crew ready #WheresThePilot? Flt from ORD. Hope he isn't at the bar.",United,1,0.2835828365125944
2674,Booked tix month ago and now its about $ CHEAPER and customer service was useless. What's up with that???,United,7,0.23357776596533622
2675,is UA still taking off at :pm? I'm sk on the tarmac on UA waiting to get in.,United,6,0.40956768704043844
2676,you're right. Good you caught the mechanical failure. Too bad there are no blankets. But ok.,United,2,0.17444870321667702
2677,- we're sitting in UA getting delayed because the operations can't find captain. #ridiculous #united,United,2,0.3411950799687704
2678,truly the WORST day of flying I have ever experienced...,United,8,0.3027548239056357
2680,Sk in Houston because you can't seem to get a plane to the destination on time in perfect flying conditions.,United,6,0.273515970060542
2681,you phone customer service team is bad. Think it is time for me to consider switching airlines.,United,8,0.2565885668725694
2682,how much longer United?? Been on the phone for over an hour to straighten out a star alliance upgrade!!!,United,3,0.43967768951564545
2686,I'm Cancelled Flighting my #mileageplus card and I will NEVER do business with you again. You clearly don'are about your customers.,United,5,0.23045753123410517
2688,"Why even ask me to DM you and offer help if you ""can't do anything"" #terriblecustomerservice #unitedairlines",United,4,0.18982744235121443
2689,Yes and that is appreciated but misinformation damages credibility. You may want to have someone observe in Newark #fwiw,United,6,0.2858202804741088
2691,"never fails, flying FC order ravioli gehicken. Tell the FA she says you should of told me, other people wanted chicken..idiot.",United,2,0.3280584790006593
2692,second time flying into Houston and + mins waiting for luggage at baggage. Typical? Still waiting..,United,6,0.4730459276932448
2694,"again HORRIBLE service, again attitude when asked for information, again you make me not want to fly UNITED ever. #platinummember",United,8,0.35741554803381415
2695,and now your rep just hung up on me after over mins on hold because I asked for a supervisor. I'm furious right now.,United,3,0.3343154133371884
2697,thank you for hrs at terminal D in Dulles airport,United,6,0.23053333498554437
2698,go bankrupt again and transfer all of your assets to $LUV. That would be great.,United,8,0.1983927288758071
2700,"Marcus helped me - good agent, couldn't fix it. Flight was listed on website, but ""unavailable""to book. False advertising much?",United,3,0.3022287879953351
2702,"unsmiling rep. told us hotel shuttle comes ""like every minutes."" Breezy min. Late Flightr we're taking a cab. You going to reimburse?",United,3,0.44458670094199654
2703,"If someone misses his connecting flight because of the airline, and it was the last flight of the day, how will you fix it?",United,4,0.2242937884658852
2704,Yes I needed plenty of assistance but received none.,United,7,0.19522886738380074
2705,"not tonight, we got a hotel and after hrs of traveling and still not reaching our destination we are disappointed. Thanks",United,5,0.28169093563136977
2706,thank you for the reply. I emailed your customer care department about my experience.,United,7,0.23220876985132533
2707,How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag,United,6,0.341888897727081
2709,I had one interview I was the last person what does that mean?,United,4,0.2108627661439211
2710,I have flown with you times in the last days. out of flights have been delayed. Huge mistake on my part. Don't fly united,United,3,0.21297549652832073
2712,yes but taking two days to get bag delivered. Missed a full day skiing because of this.,United,6,0.36927012414935617
2715,made me remove pound from my checked bag otherwise they would charge me $. Loyal flier for years - time for change.,United,3,0.33908096837109
2716,been sitting on this plane : unreal. When will my + day nightmare end?,United,2,0.2751199600259891
2718,can you let us out of the gate now. UA,United,6,0.30141716327130197
2719,"; on top of no free tv on the int’l leg, now I’m sitting on the Tarmac in Houston, min past departure w/ another hr plus to go",United,6,0.28481048608820014
2720,"DTV doesnt work, pilots Late Flight, wont let yr old fly next me and I paid an upgrade. #unitedsucks",United,3,0.27903682044141015
2721,"Your ""Loyalty Team"" basically flipped me off via phone, but thanks. Maybe Google ""loyalty"" and get back to me? ^LOL",United,3,0.2862708330361284
2722,"Hey this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks",United,6,0.2904775759150907
2724,"if you mean beyond opaque ""maintenance issues"", yes, that would be basic in customer service which your EWR staff can't manage.",United,2,0.2782887588600376
2725,"""Dear Ted. We don'are about you nor the Mileage Plus Card you pay a lot for. Bye bye. -- United""",United,2,0.2520443812030196
2727,. sad that you don't think it is important to resolve your client facing team that behaves disgraceful,United,7,0.30217507131806076
2728,Help! My girlfriend Amy Lloyd is going to miss our flt to Zurich bc of your fault. She needs a golf cart to meet her at ORD (),United,6,0.529500942768752
2729,- #epicfail from a former gate agent in PIA! He walked away and quit! Luckily a responsible PIA agent saved the day!,United,4,0.3468365297074918
2731,will do. Thx. Been sitting on plane now for . hrs and now we have to refuel! I can't even make this stuff up.,United,2,0.24269251645120082
2732,do you know how to use twitter bro? Your terminal looks like it's in Bosnia. Here's another pic.,United,7,0.17390461273178323
2733,you are by far the worst airline. plane delays on round trip flight. How is that possible.,United,1,0.16138650354690912
2734,I took care of it myself. Had to rent a car and drive hours to retrieve my belongings. Due to united errors.,United,3,0.20988116188621153
2735,now I'll probably miss my nexnnection!,United,6,0.28583962423090287
2737,you may think I'm joking or blowing it out of proportion but the last united flights have been delayed or significantly Late Flight.,United,2,0.2459457859033742
2738,"not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta",United,2,0.22749327611621356
2739,days and planes with mechanical issues? Now over . hrs Late Flight sitting on this plane. This is insane!!,United,2,0.40990183473105385
2740,I didn't get a message from you. I'll resend numbers.,United,7,0.22252792223461004
2742,What idiot designed your seats? Armrest TV remote ; resting elbows don't mix. Seatmate keeps changing channels ; blasting volume.,United,3,0.3617507242047152
2743,You can bump me up to Group so I won't be forced to check my bag and wait + minutes at LGA.,United,6,0.4098566542769396
2744,"Listen, learn ; do this: Remove your PQD requirement. It is insulting. ^HA",United,4,0.21086191658427472
2748,your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!,United,6,0.47066463096261585
2750,Really....you charge me $ to check a bag and then you put it on a different flight....still Don't have my bag!!!,United,6,0.4063360212496879
2751,Why haven't you released a travel advisory for IAD for tomorrow????!!!!!!!!,United,6,0.22267352902379164
2752,"cross country flight SFOgt;BOS. No wifi, not even a can of soda and this quality inflight entertainment #sad",United,1,0.17234840817220148
2753,"is really getting horrible. So much for king in my kids tonight. Delta transfers miles/status, right?",United,6,0.21194599097977915
2755,I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,United,3,0.33084165218437195
2756,roundtrip to London on ? I think I will! FYI that's another $k you just lost. #moneynotspentonunited #unfriendlyskies,United,6,0.2865455517523596
2757,already Flight Booking Problems next week's trip on thanks for making the choice so easy #disunited #unfriendlyskies #servicefail,United,3,0.27672055385231503
2760,Don't ask me to be patient without offering something in return.,United,6,0.23956123116654504
2761,"just like clockwork, Friday afternoon flights from LAS to DEN running Late Flight. Why does this seem to happen so consistently #KeepIt",United,1,0.24191519272767337
2762,I will! On or all of which will be getting my business. #unfriendlyskies #unbelievable,United,1,0.2163581649718782
2766,"incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.",United,8,0.39060307176660136
